ArrestNumber,ArChgNumID,Severity,NIBRS_Group,NIBRS_Crime_Category
18-036596,18-036596-01,F,A,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY
18-040124,18-040124-04,M,B,ALL OTHER OFFENSES
18-010191,18-010191-02,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-015640,18-015640-05,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-042380,18-042380-02,M,A,WEAPON LAW VIOLATIONS
18-023535,18-023535-02,M,B,DRIVING UNDER THE INFLUENCE
18-012056,18-012056-02,F,A,DRUG/ NARCOTIC VIOLATIONS
20-025010,20-025010-06,M,B,ALL OTHER OFFENSES
18-017767,18-017767-04,M,B,DRIVING UNDER THE INFLUENCE
18-043757,18-043757-02,M,B,ALL OTHER OFFENSES
19-000143,19-000143-01,M,B,TRESPASS OF REAL PROPERTY
18-023387,18-023387-02,M,B,ALL OTHER OFFENSES
20-035706,20-035706-01,F,A,BURGLARY/ BREAKING & ENTERING
18-000304,18-000304-02,M,A,DRUG/ NARCOTIC VIOLATIONS
20-026553,20-026553-02,M,A,WEAPON LAW VIOLATIONS
19-000899,19-000899-03,F,A,DRUG/ NARCOTIC VIOLATIONS
18-045125,18-045125-02,M,A,DRUG/ NARCOTIC VIOLATIONS
18-041171,18-041171-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-041727,18-041727-03,M,A,WEAPON LAW VIOLATIONS
18-017004,18-017004-01,M,A,FRAUD OFFENSES
18-036397,18-036397-03,F,B,ALL OTHER OFFENSES
18-004320,18-004320-01,F,A,ASSAULT OFFENSES
18-004781,18-004781-03,M,A,DRUG/ NARCOTIC VIOLATIONS
20-039079,20-039079-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-000686,18-000686-01,M,A,ASSAULT OFFENSES
18-035425,18-035425-02,M,B,ALL OTHER OFFENSES
21-000773,21-000773-01,M,B,ALL OTHER OFFENSES
18-023613,18-023613-03,M,B,ALL OTHER OFFENSES
18-008496,18-008496-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-020706,18-020706-01,F,A,ASSAULT OFFENSES
20-024590,20-024590-01,M,B,PUBLIC INTOXICATION
18-022711,18-022711-05,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
20-024635,20-024635-01,M,A,LARCENY/ THEFT OFFENSES
18-023264,18-023264-01,F,A,DRUG/ NARCOTIC VIOLATIONS
17-050104,17-050104-02,M,A,DRUG/ NARCOTIC VIOLATIONS
18-038328,18-038328-03,M,B,ALL OTHER OFFENSES
20-017331,20-017331-02,M,B,ALL OTHER OFFENSES
17-011723,17-011723-02,F,B,ALL OTHER OFFENSES
19-004777,19-004777-04,M,B,TRESPASS OF REAL PROPERTY
18-026234,18-026234-02,M,B,ALL OTHER OFFENSES
18-016663,18-016663-02,F,A,DRUG/ NARCOTIC VIOLATIONS
18-026234,18-026234-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-040195,18-040195-02,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-025769,18-025769-03,M,B,PUBLIC INTOXICATION
18-033452,18-033452-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-038427,18-038427-01,M,B,DISORDERLY CONDUCT
19-021311,19-021311-01,M,B,DISORDERLY CONDUCT
20-017331,20-017331-01,M,B,DISORDERLY CONDUCT
18-014817,18-014817-02,M,A,DRUG/ NARCOTIC VIOLATIONS
18-041650,18-041650-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-028429,18-028429-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-029598,18-029598-01,F,A,LARCENY/ THEFT OFFENSES
18-023474,18-023474-02,F,A,FRAUD OFFENSES
18-006301,18-006301-01,F,A,LARCENY/ THEFT OFFENSES
18-014470,18-014470-02,M,A,DRUG/ NARCOTIC VIOLATIONS
18-035046,18-035046-03,F,A,FRAUD OFFENSES
18-012142,18-012142-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-033979,18-033979-01,M,A,LARCENY/ THEFT OFFENSES
18-018662,18-018662-04,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-032917,18-032917-01,F,A,LARCENY/ THEFT OFFENSES
18-041086,18-041086-01,F,A,MOTOR VEHICLE THEFT
18-037733,18-037733-02,F,A,DRUG/ NARCOTIC VIOLATIONS
18-032527,18-032527-01,M,B,TRESPASS OF REAL PROPERTY
18-042084,18-042084-02,F,A,DRUG/ NARCOTIC VIOLATIONS
18-019974,18-019974-01,M,A,LARCENY/ THEFT OFFENSES
18-043520,18-043520-02,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-032117,18-032117-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-008495,18-008495-02,F,A,DRUG/ NARCOTIC VIOLATIONS
18-011757,18-011757-01,F,A,MOTOR VEHICLE THEFT
18-029453,18-029453-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-001976,18-001976-03,F,A,WEAPON LAW VIOLATIONS
21-000210,21-000210-01,M,B,ALL OTHER OFFENSES
18-019492,18-019492-01,F,A,LARCENY/ THEFT OFFENSES
18-031853,18-031853-02,M,B,DRIVING UNDER THE INFLUENCE
18-015198,18-015198-01,F,A,ROBBERY
18-034875,18-034875-01,F,A,LARCENY/ THEFT OFFENSES
18-031315,18-031315-03,M,A,WEAPON LAW VIOLATIONS
18-012620,18-012620-02,M,A,DRUG/ NARCOTIC VIOLATIONS
18-016315,18-016315-01,M,B,DRIVING UNDER THE INFLUENCE
18-031347,18-031347-01,F,A,MOTOR VEHICLE THEFT
18-036397,18-036397-02,M,B,TRESPASS OF REAL PROPERTY
20-039231,20-039231-02,M,B,ALL OTHER OFFENSES
18-002073,18-002073-01,M,B,DRIVING UNDER THE INFLUENCE
18-018897,18-018897-02,M,B,DRIVING UNDER THE INFLUENCE
18-000858,18-000858-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-005902,18-005902-02,M,B,DRIVING UNDER THE INFLUENCE
20-039997,20-039997-01,M,B,PUBLIC INTOXICATION
18-014205,18-014205-02,F,A,WEAPON LAW VIOLATIONS
18-018242,18-018242-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-009659,18-009659-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-029598,18-029598-02,F,A,DRUG/ NARCOTIC VIOLATIONS
19-027469,19-027469-01,M,B,DRIVING UNDER THE INFLUENCE
20-023056,20-023056-01,M,B,PUBLIC INTOXICATION
18-026012,18-026012-02,F,A,DRUG/ NARCOTIC VIOLATIONS
18-031226,18-031226-01,F,A,MOTOR VEHICLE THEFT
18-039884,18-039884-02,M,A,DRUG/ NARCOTIC VIOLATIONS
18-024220,18-024220-02,M,B,PUBLIC INTOXICATION
18-030728,18-030728-05,M,C,TRAFFIC VIOLATION - HAZARDOUS
18-018146,18-018146-03,M,A,DRUG/ NARCOTIC VIOLATIONS
20-023807,20-023807-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-044488,18-044488-01,M,A,LARCENY/ THEFT OFFENSES
18-037581,18-037581-01,M,B,DRIVING UNDER THE INFLUENCE
18-011553,18-011553-01,F,A,MOTOR VEHICLE THEFT
19-000456,19-000456-01,M,A,LARCENY/ THEFT OFFENSES
18-026624,18-026624-02,M,B,ALL OTHER OFFENSES
18-043874,18-043874-02,M,A,WEAPON LAW VIOLATIONS
18-025486,18-025486-02,F,B,ALL OTHER OFFENSES
18-026206,18-026206-04,F,A,DRUG/ NARCOTIC VIOLATIONS
18-032881,18-032881-02,M,A,DRUG/ NARCOTIC VIOLATIONS
19-001178,19-001178-03,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-016843,18-016843-01,F,A,DRUG/ NARCOTIC VIOLATIONS
19-039800,19-039800-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-015642,18-015642-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-005279,18-005279-01,M,A,WEAPON LAW VIOLATIONS
18-005515,18-005515-01,F,A,COUNTERFEITING / FORGERY
18-038248,18-038248-02,F,A,DRUG/ NARCOTIC VIOLATIONS
18-023693,18-023693-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-022097,18-022097-01,F,A,ROBBERY
17-014728,17-014728-02,M,A,WEAPON LAW VIOLATIONS
18-012256,18-012256-02,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-011383,18-011383-01,M,B,PUBLIC INTOXICATION
18-029290,18-029290-02,F,B,ALL OTHER OFFENSES
20-014042,20-014042-01,M,B,PUBLIC INTOXICATION
18-044169,18-044169-02,M,A,DRUG/ NARCOTIC VIOLATIONS
18-026452,18-026452-02,M,A,DRUG/ NARCOTIC VIOLATIONS
16-037703,16-037703-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-010848,18-010848-01,F,A,ROBBERY
20-014115,20-014115-01,N,C,APOWW (SOCIAL SERVICES REFERRAL)
18-012043,18-012043-01,F,A,DRUG/ NARCOTIC VIOLATIONS
19-001722,19-001722-03,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
20-039833,20-039833-02,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-030182,18-030182-02,F,A,DRUG/ NARCOTIC VIOLATIONS
18-042164,18-042164-02,M,B,ALL OTHER OFFENSES
16-009683,16-009683-02,M,B,ALL OTHER OFFENSES
18-019264,18-019264-01,F,A,ASSAULT OFFENSES
18-030352,18-030352-03,M,B,TRESPASS OF REAL PROPERTY
18-017779,18-017779-01,M,A,FRAUD OFFENSES
18-038248,18-038248-01,F,A,MOTOR VEHICLE THEFT
18-030004,18-030004-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-036482,18-036482-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-023719,18-023719-03,M,B,ALL OTHER OFFENSES
18-015819,18-015819-01,F,A,COUNTERFEITING / FORGERY
18-041642,18-041642-02,M,B,DRIVING UNDER THE INFLUENCE
18-031045,18-031045-01,F,A,MOTOR VEHICLE THEFT
18-030352,18-030352-01,F,A,ASSAULT OFFENSES
18-033789,18-033789-02,F,A,ASSAULT OFFENSES
18-035937,18-035937-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-017571,18-017571-01,M,A,FRAUD OFFENSES
18-037708,18-037708-01,F,B,DRIVING UNDER THE INFLUENCE
18-004777,18-004777-01,M,A,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY
18-025848,18-025848-01,F,A,MOTOR VEHICLE THEFT
18-025326,18-025326-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-030991,18-030991-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-016350,18-016350-02,M,A,DRUG/ NARCOTIC VIOLATIONS
19-002076,19-002076-02,M,B,ALL OTHER OFFENSES
20-027016,20-027016-01,M,B,PUBLIC INTOXICATION
18-022384,18-022384-02,M,A,WEAPON LAW VIOLATIONS
18-011823,18-011823-04,M,B,ALL OTHER OFFENSES
18-012054,18-012054-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-024156,18-024156-03,M,B,ALL OTHER OFFENSES
17-042117,17-042117-01,F,A,BURGLARY/ BREAKING & ENTERING
18-041970,18-041970-02,M,C,TRAFFIC VIOLATION - HAZARDOUS
20-036499,20-036499-01,N,C,APOWW (SOCIAL SERVICES REFERRAL)
20-026636,20-026636-01,N,C,APOWW (SOCIAL SERVICES REFERRAL)
18-034926,18-034926-02,M,A,DRUG/ NARCOTIC VIOLATIONS
18-022625,18-022625-02,M,B,ALL OTHER OFFENSES
21-002928,21-002928-01,M,B,ALL OTHER OFFENSES
18-038211,18-038211-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-013037,18-013037-03,F,B,ALL OTHER OFFENSES
18-029290,18-029290-03,F,B,ALL OTHER OFFENSES
18-018414,18-018414-03,M,A,DRUG/ NARCOTIC VIOLATIONS
18-023471,18-023471-02,M,B,TRESPASS OF REAL PROPERTY
18-033568,18-033568-01,M,A,WEAPON LAW VIOLATIONS
18-024947,18-024947-01,M,A,DRUG/ NARCOTIC VIOLATIONS
19-045198,19-045198-03,F,B,ALL OTHER OFFENSES
18-018890,18-018890-01,F,A,DRUG/ NARCOTIC VIOLATIONS
19-032277,19-032277-02,M,A,WEAPON LAW VIOLATIONS
18-022339,18-022339-01,M,A,FRAUD OFFENSES
18-043467,18-043467-01,F,A,FRAUD OFFENSES
18-039563,18-039563-02,F,B,DRIVING UNDER THE INFLUENCE
18-042154,18-042154-02,F,A,DRUG/ NARCOTIC VIOLATIONS
19-023666,19-023666-02,M,A,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY
17-050870,17-050870-02,M,A,DRUG/ NARCOTIC VIOLATIONS
17-032023,17-032023-01,F,A,ASSAULT OFFENSES
18-040621,18-040621-02,M,A,WEAPON LAW VIOLATIONS
18-025644,18-025644-01,F,A,ASSAULT OFFENSES
20-012087,20-012087-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-024694,18-024694-02,M,B,PUBLIC INTOXICATION
18-037011,18-037011-03,F,B,ALL OTHER OFFENSES
20-038271,20-038271-01,M,B,PUBLIC INTOXICATION
18-030442,18-030442-01,F,A,WEAPON LAW VIOLATIONS
18-029218,18-029218-04,M,B,ALL OTHER OFFENSES
18-029280,18-029280-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-001051,18-001051-03,F,A,DRUG/ NARCOTIC VIOLATIONS
18-011322,18-011322-01,F,A,DRUG/ NARCOTIC VIOLATIONS
20-010440,20-010440-02,M,A,DRUG/ NARCOTIC VIOLATIONS
18-033653,18-033653-02,M,B,ALL OTHER OFFENSES
18-004087,18-004087-02,M,B,TRESPASS OF REAL PROPERTY
18-009803,18-009803-03,M,B,ALL OTHER OFFENSES
17-021641,17-021641-02,F,B,ALL OTHER OFFENSES
18-039313,18-039313-01,F,A,MOTOR VEHICLE THEFT
18-001504,18-001504-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-014013,18-014013-01,M,B,DRIVING UNDER THE INFLUENCE
19-000500,19-000500-02,F,B,ALL OTHER OFFENSES
18-003807,18-003807-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-029103,18-029103-01,M,A,LARCENY/ THEFT OFFENSES
18-023583,18-023583-04,M,C,TRAFFIC VIOLATION - HAZARDOUS
18-039577,18-039577-01,M,A,FRAUD OFFENSES
18-034835,18-034835-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-035580,18-035580-02,M,B,TRESPASS OF REAL PROPERTY
18-041068,18-041068-02,M,B,ALL OTHER OFFENSES
18-017719,18-017719-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-043164,18-043164-03,M,B,ALL OTHER OFFENSES
18-045782,18-045782-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-043076,18-043076-03,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-018631,18-018631-02,M,B,TRESPASS OF REAL PROPERTY
18-026600,18-026600-02,M,A,DRUG/ NARCOTIC VIOLATIONS
18-010804,18-010804-01,F,A,ASSAULT OFFENSES
18-006569,18-006569-01,F,A,BURGLARY/ BREAKING & ENTERING
18-032921,18-032921-01,M,A,LARCENY/ THEFT OFFENSES
18-039313,18-039313-03,M,A,DRUG/ NARCOTIC VIOLATIONS
18-045125,18-045125-01,F,A,LARCENY/ THEFT OFFENSES
18-003443,18-003443-01,F,A,FRAUD OFFENSES
18-025535,18-025535-01,F,A,DRUG/ NARCOTIC VIOLATIONS
20-013001,20-013001-02,M,B,DISORDERLY CONDUCT
18-017316,18-017316-02,M,A,DRUG/ NARCOTIC VIOLATIONS
18-041410,18-041410-02,M,A,DRUG/ NARCOTIC VIOLATIONS
19-029207,19-029207-01,F,B,ALL OTHER OFFENSES
18-022161,18-022161-03,M,B,TRESPASS OF REAL PROPERTY
18-042851,18-042851-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-012808,18-012808-02,M,B,ALL OTHER OFFENSES
18-020551,18-020551-02,F,B,ALL OTHER OFFENSES
18-033564,18-033564-03,M,B,ALL OTHER OFFENSES
18-005959,18-005959-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-016091,18-016091-01,M,B,DRIVING UNDER THE INFLUENCE
18-017598,18-017598-02,M,A,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY
18-016450,18-016450-01,F,A,LARCENY/ THEFT OFFENSES
18-020656,18-020656-02,M,A,WEAPON LAW VIOLATIONS
20-039250,20-039250-01,M,B,PUBLIC INTOXICATION
18-003419,18-003419-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-006913,18-006913-02,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-006282,18-006282-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-034917,18-034917-02,M,A,FRAUD OFFENSES
18-026621,18-026621-01,F,B,DRIVING UNDER THE INFLUENCE
18-030836,18-030836-01,F,A,PORNOGRAPHY/ OBSCENE MATERIAL
18-044479,18-044479-02,F,A,DRUG/ NARCOTIC VIOLATIONS
18-012351,18-012351-01,M,A,DRUG/ NARCOTIC VIOLATIONS
20-003868,20-003868-02,F,A,DRUG/ NARCOTIC VIOLATIONS
18-045435,18-045435-02,M,A,DRUG/ NARCOTIC VIOLATIONS
18-022851,18-022851-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-042925,18-042925-01,M,A,ASSAULT OFFENSES
20-023606,20-023606-01,F,A,MOTOR VEHICLE THEFT
18-022319,18-022319-02,F,A,DRUG/ NARCOTIC VIOLATIONS
18-012045,18-012045-03,F,A,DRUG/ NARCOTIC VIOLATIONS
18-008090,18-008090-02,M,B,ALL OTHER OFFENSES
18-036739,18-036739-02,M,B,ALL OTHER OFFENSES
18-044350,18-044350-05,F,A,DRUG/ NARCOTIC VIOLATIONS
18-044499,18-044499-01,M,B,TRESPASS OF REAL PROPERTY
17-011723,17-011723-01,M,A,FRAUD OFFENSES
18-042814,18-042814-02,F,A,DRUG/ NARCOTIC VIOLATIONS
19-025724,19-025724-02,M,A,DRUG/ NARCOTIC VIOLATIONS
18-034847,18-034847-01,M,A,WEAPON LAW VIOLATIONS
18-027795,18-027795-02,M,B,DRIVING UNDER THE INFLUENCE
18-024503,18-024503-03,M,B,ALL OTHER OFFENSES
19-027469,19-027469-03,M,C,TRAFFIC VIOLATION - HAZARDOUS
18-026167,18-026167-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-018660,18-018660-03,M,A,DRUG/ NARCOTIC VIOLATIONS
18-020896,18-020896-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-035634,18-035634-02,F,A,DRUG/ NARCOTIC VIOLATIONS
18-029675,18-029675-02,M,A,DRUG/ NARCOTIC VIOLATIONS
19-026248,19-026248-02,M,A,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY
18-005959,18-005959-03,M,B,DISORDERLY CONDUCT
20-020548,20-020548-01,N,C,APOWW (SOCIAL SERVICES REFERRAL)
18-038304,18-038304-04,M,B,ALL OTHER OFFENSES
20-013545,20-013545-01,M,A,WEAPON LAW VIOLATIONS
18-027747,18-027747-02,M,B,ALL OTHER OFFENSES
18-036216,18-036216-03,F,B,ALL OTHER OFFENSES
18-006266,18-006266-02,F,A,DRUG/ NARCOTIC VIOLATIONS
18-008711,18-008711-02,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-039148,18-039148-02,F,A,DRUG/ NARCOTIC VIOLATIONS
18-027577,18-027577-01,M,B,TRESPASS OF REAL PROPERTY
20-039833,20-039833-06,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-044563,18-044563-01,F,A,DRUG/ NARCOTIC VIOLATIONS
19-015548,19-015548-01,F,A,MOTOR VEHICLE THEFT
18-037708,18-037708-05,F,B,DRIVING UNDER THE INFLUENCE
18-039734,18-039734-02,M,A,DRUG/ NARCOTIC VIOLATIONS
18-035578,18-035578-02,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-006625,18-006625-03,F,A,DRUG/ NARCOTIC VIOLATIONS
18-006571,18-006571-02,M,B,ALL OTHER OFFENSES
18-018306,18-018306-02,M,C,TRAFFIC VIOLATION - HAZARDOUS
18-018036,18-018036-02,M,B,ALL OTHER OFFENSES
18-042386,18-042386-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-022712,18-022712-01,M,A,LARCENY/ THEFT OFFENSES
18-018286,18-018286-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-037558,18-037558-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-025475,18-025475-01,F,A,ASSAULT OFFENSES
20-019088,20-019088-01,M,B,PUBLIC INTOXICATION
18-022097,18-022097-02,F,A,ROBBERY
18-043804,18-043804-02,M,B,TRESPASS OF REAL PROPERTY
19-016682,19-016682-02,M,A,WEAPON LAW VIOLATIONS
17-040973,17-040973-02,M,A,WEAPON LAW VIOLATIONS
18-008755,18-008755-02,M,B,ALL OTHER OFFENSES
18-023502,18-023502-03,M,B,ALL OTHER OFFENSES
18-040969,18-040969-02,F,B,DRIVING UNDER THE INFLUENCE
19-008597,19-008597-02,F,A,DRUG/ NARCOTIC VIOLATIONS
18-040760,18-040760-01,F,A,DRUG/ NARCOTIC VIOLATIONS
21-000998,21-000998-01,F,B,DRIVING UNDER THE INFLUENCE
18-024955,18-024955-01,F,A,DRUG/ NARCOTIC VIOLATIONS
21-003032,21-003032-01,F,A,MOTOR VEHICLE THEFT
18-039742,18-039742-02,F,A,FRAUD OFFENSES
18-016193,18-016193-01,M,A,FRAUD OFFENSES
20-017172,20-017172-01,M,B,PUBLIC INTOXICATION
18-003171,18-003171-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-036336,18-036336-02,M,B,ALL OTHER OFFENSES
18-023693,18-023693-02,M,A,WEAPON LAW VIOLATIONS
19-010370,19-010370-03,M,B,ALL OTHER OFFENSES
21-005662,21-005662-01,M,A,LARCENY/ THEFT OFFENSES
18-012406,18-012406-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-041893,18-041893-02,M,B,ALL OTHER OFFENSES
18-018146,18-018146-02,M,A,DRUG/ NARCOTIC VIOLATIONS
18-008383,18-008383-01,F,A,MOTOR VEHICLE THEFT
18-015771,18-015771-02,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-031453,18-031453-02,F,B,ALL OTHER OFFENSES
18-038896,18-038896-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-017445,18-017445-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-009473,18-009473-01,M,A,FRAUD OFFENSES
19-004092,19-004092-02,M,A,DRUG/ NARCOTIC VIOLATIONS
18-034397,18-034397-01,F,A,ASSAULT OFFENSES
18-029431,18-029431-02,F,B,DRIVING UNDER THE INFLUENCE
18-007980,18-007980-02,M,B,TRESPASS OF REAL PROPERTY
18-011443,18-011443-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-045515,18-045515-01,M,B,ALL OTHER OFFENSES
18-033785,18-033785-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-041433,18-041433-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-008166,18-008166-02,M,A,DRUG/ NARCOTIC VIOLATIONS
18-011322,18-011322-03,M,A,DRUG/ NARCOTIC VIOLATIONS
18-041401,18-041401-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-033789,18-033789-01,F,A,ASSAULT OFFENSES
18-028546,18-028546-02,F,A,WEAPON LAW VIOLATIONS
20-016908,20-016908-01,M,B,PUBLIC INTOXICATION
20-028804,20-028804-01,M,B,PUBLIC INTOXICATION
20-005306,20-005306-02,M,B,PUBLIC INTOXICATION
18-036558,18-036558-02,M,B,TRESPASS OF REAL PROPERTY
18-014155,18-014155-02,M,B,ALL OTHER OFFENSES
18-004494,18-004494-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-006083,18-006083-01,F,A,ASSAULT OFFENSES
18-036941,18-036941-04,M,A,WEAPON LAW VIOLATIONS
20-024722,20-024722-01,N,C,APOWW (SOCIAL SERVICES REFERRAL)
18-018608,18-018608-02,F,A,DRUG/ NARCOTIC VIOLATIONS
20-026407,20-026407-01,M,B,PUBLIC INTOXICATION
17-024523,17-024523-02,M,A,LARCENY/ THEFT OFFENSES
18-009925,18-009925-02,M,C,TRAFFIC VIOLATION - HAZARDOUS
18-037797,18-037797-02,M,A,WEAPON LAW VIOLATIONS
18-030442,18-030442-02,F,A,WEAPON LAW VIOLATIONS
18-027645,18-027645-02,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-042579,18-042579-02,F,B,ALL OTHER OFFENSES
18-023536,18-023536-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-034857,18-034857-02,M,B,ALL OTHER OFFENSES
18-012730,18-012730-01,M,B,DRIVING UNDER THE INFLUENCE
18-042171,18-042171-02,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-034463,18-034463-03,M,B,PUBLIC INTOXICATION
20-023715,20-023715-01,N,C,APOWW (SOCIAL SERVICES REFERRAL)
19-009938,19-009938-03,M,B,ALL OTHER OFFENSES
18-025464,18-025464-03,M,B,ALL OTHER OFFENSES
21-003764,21-003764-01,M,A,WEAPON LAW VIOLATIONS
18-044551,18-044551-01,M,B,PUBLIC INTOXICATION
18-000858,18-000858-02,F,A,DRUG/ NARCOTIC VIOLATIONS
18-044672,18-044672-01,M,A,DRUG/ NARCOTIC VIOLATIONS
20-025198,20-025198-01,N,C,APOWW (SOCIAL SERVICES REFERRAL)
20-023559,20-023559-01,M,B,PUBLIC INTOXICATION
18-018758,18-018758-03,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-011067,18-011067-01,M,A,DRUG/ NARCOTIC VIOLATIONS
19-042211,19-042211-01,M,A,FRAUD OFFENSES
18-000076,18-000076-02,M,A,WEAPON LAW VIOLATIONS
18-013467,18-013467-03,M,B,DISORDERLY CONDUCT
18-044159,18-044159-04,M,B,ALL OTHER OFFENSES
18-045819,18-045819-01,M,A,LARCENY/ THEFT OFFENSES
18-037956,18-037956-03,M,B,ALL OTHER OFFENSES
18-039742,18-039742-04,F,A,DRUG/ NARCOTIC VIOLATIONS
18-037070,18-037070-03,M,B,ALL OTHER OFFENSES
18-022548,18-022548-01,M,B,DRIVING UNDER THE INFLUENCE
18-017831,18-017831-02,M,B,DRIVING UNDER THE INFLUENCE
20-024876,20-024876-01,N,C,APOWW (SOCIAL SERVICES REFERRAL)
20-009696,20-009696-02,M,B,ALL OTHER OFFENSES
18-033119,18-033119-01,F,A,COUNTERFEITING / FORGERY
18-025644,18-025644-03,M,A,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY
18-004063,18-004063-01,F,B,DRIVING UNDER THE INFLUENCE
20-038142,20-038142-01,M,B,TRESPASS OF REAL PROPERTY
20-024076,20-024076-01,F,A,BURGLARY/ BREAKING & ENTERING
18-041644,18-041644-02,M,A,ASSAULT OFFENSES
18-015745,18-015745-02,M,B,ALL OTHER OFFENSES
20-038092,20-038092-01,M,B,PUBLIC INTOXICATION
18-034873,18-034873-02,F,A,MOTOR VEHICLE THEFT
18-034494,18-034494-02,F,A,DRUG/ NARCOTIC VIOLATIONS
20-025890,20-025890-01,M,B,TRESPASS OF REAL PROPERTY
18-014892,18-014892-01,M,B,DRIVING UNDER THE INFLUENCE
18-029696,18-029696-02,M,A,WEAPON LAW VIOLATIONS
20-038644,20-038644-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-033564,18-033564-04,M,C,TRAFFIC VIOLATION - HAZARDOUS
18-023914,18-023914-02,M,A,DRUG/ NARCOTIC VIOLATIONS
18-036617,18-036617-02,F,B,ALL OTHER OFFENSES
20-038072,20-038072-01,N,C,APOWW (SOCIAL SERVICES REFERRAL)
18-038822,18-038822-02,F,A,DRUG/ NARCOTIC VIOLATIONS
18-045589,18-045589-02,M,B,ALL OTHER OFFENSES
